Accident_ID,Date_Time,Location,Weather_Condition,Road_Condition,Vehicle_Type,Accident_Severity,Number_of_Vehicles,Casualties,Traffic_Density
11ed263c,2024-03-04 19:00:00,Residential Zone,Rain,Wet,Car,Fatal,3,6,Low
0f0411b9,2024-03-04 20:00:00,Highway,Snow,Dry,Bicycle,Fatal,2,2,Moderate
82696206,2024-03-04 21:00:00,Industrial Area,Snow,Wet,Truck,Minor,4,4,High
605ebe4f,2024-03-04 22:00:00,Suburbs,Clear,Under Construction,Motorcycle,Fatal,1,4,Moderate
f229656a,2024-03-04 23:00:00,Downtown,Storm,Under Construction,Motorcycle,Moderate,1,1,Low
ddb35b6c,2024-03-05 00:00:00,Highway,Storm,Wet,Bicycle,Minor,4,3,Low
ceda9c2b,2024-03-05 01:00:00,Suburbs,Rain,Wet,Car,Minor,2,8,Moderate
7a9b2e86,2024-03-05 02:00:00,Downtown,Clear,Wet,Bicycle,Minor,2,1,High
ee407794,2024-03-05 03:00:00,Residential Zone,Snow,Under Construction,Motorcycle,Moderate,4,7,High
53c40a02,2024-03-05 04:00:00,Residential Zone,Storm,Wet,Car,Moderate,4,8,Low
5f872ab5,2024-03-05 05:00:00,Suburbs,Clear,Wet,Car,Fatal,2,2,Moderate
fdda86a2,2024-03-05 06:00:00,Residential Zone,Storm,Dry,Car,Fatal,4,8,Low
33f56f40,2024-03-05 07:00:00,Industrial Area,Fog,Dry,Bicycle,Severe,1,1,High
5d5d86ca,2024-03-05 08:00:00,Residential Zone,Clear,Wet,Motorcycle,Moderate,2,2,Low
97ebd753,2024-03-05 09:00:00,Suburbs,Storm,Under Construction,Car,Minor,4,2,High
8c313144,2024-03-05 10:00:00,Suburbs,Snow,Icy,Bus,Severe,2,6,Low
1f72fcf6,2024-03-05 11:00:00,Highway,Storm,Under Construction,Motorcycle,Moderate,4,4,Low
eafc2b38,2024-03-05 12:00:00,Downtown,Fog,Icy,Bus,Severe,3,9,Moderate
f7ad505e,2024-03-05 13:00:00,Residential Zone,Clear,Under Construction,Bicycle,Minor,1,0,High
c3108500,2024-03-05 14:00:00,Highway,Snow,Icy,Motorcycle,Moderate,1,3,High
874fe57e,2024-03-05 15:00:00,Industrial Area,Rain,Dry,Truck,Moderate,1,3,Low
d551ded4,2024-03-05 16:00:00,Suburbs,Clear,Under Construction,Car,Minor,1,3,High
bae5cd32,2024-03-05 17:00:00,Industrial Area,Storm,Icy,Car,Fatal,3,4,Low
21ac5d20,2024-03-05 18:00:00,Highway,Rain,Icy,Car,Fatal,2,5,Low
8878279c,2024-03-05 19:00:00,Industrial Area,Storm,Dry,Bicycle,Moderate,3,5,Low
bb5826eb,2024-03-05 20:00:00,Residential Zone,Snow,Wet,Truck,Moderate,4,8,High
f5777e0c,2024-03-05 21:00:00,Highway,Rain,Under Construction,Bus,Fatal,3,8,High
1ce48169,2024-03-05 22:00:00,Suburbs,Fog,Under Construction,Truck,Severe,2,8,High
5685cd01,2024-03-05 23:00:00,Industrial Area,Rain,Icy,Truck,Minor,3,9,Low
441dcb67,2024-03-06 00:00:00,Downtown,Rain,Icy,Bus,Minor,1,1,Low
2063f3e4,2024-03-06 01:00:00,Downtown,Snow,Wet,Bus,Severe,3,9,Low
e30799b2,2024-03-06 02:00:00,Downtown,Fog,Dry,Truck,Severe,3,6,Moderate
7fc1a726,2024-03-06 03:00:00,Industrial Area,Clear,Under Construction,Motorcycle,Moderate,4,2,Moderate
49294f4d,2024-03-06 04:00:00,Industrial Area,Storm,Under Construction,Car,Severe,1,9,Moderate
8d56a0e6,2024-03-06 05:00:00,Suburbs,Fog,Icy,Truck,Moderate,4,6,Moderate
3c2ece6d,2024-03-06 06:00:00,Residential Zone,Fog,Icy,Motorcycle,Moderate,1,9,Low
8736c7d0,2024-03-06 07:00:00,Residential Zone,Snow,Under Construction,Car,Minor,4,7,Moderate
aa0c5ef0,2024-03-06 08:00:00,Industrial Area,Storm,Under Construction,Car,Fatal,1,8,Low
4b377ce7,2024-03-06 09:00:00,Highway,Clear,Icy,Car,Minor,3,2,Low
15850ab5,2024-03-06 10:00:00,Residential Zone,Fog,Icy,Car,Minor,3,0,High
f50cc2a7,2024-03-06 11:00:00,Suburbs,Storm,Wet,Truck,Fatal,2,5,Low
38d563ca,2024-03-06 12:00:00,Residential Zone,Clear,Dry,Truck,Minor,3,4,Moderate
0a60b482,2024-03-06 13:00:00,Highway,Storm,Wet,Bus,Minor,3,8,High
b92ac9d9,2024-03-06 14:00:00,Residential Zone,Storm,Wet,Truck,Minor,2,8,Low
00b511f8,2024-03-06 15:00:00,Suburbs,Clear,Wet,Bus,Moderate,1,0,Moderate
cecfd989,2024-03-06 16:00:00,Highway,Clear,Wet,Bus,Moderate,2,1,High
184e3c2e,2024-03-06 17:00:00,Highway,Fog,Dry,Bus,Moderate,2,2,Moderate
4948c9b5,2024-03-06 18:00:00,Residential Zone,Snow,Wet,Bus,Severe,3,7,Low
4004191f,2024-03-06 19:00:00,Suburbs,Fog,Icy,Car,Minor,4,3,Low
6716b273,2024-03-06 20:00:00,Downtown,Clear,Wet,Bus,Severe,2,1,Low
73b35ef9,2024-03-06 21:00:00,Suburbs,Clear,Dry,Truck,Minor,3,3,High
8a7d0bdb,2024-03-06 22:00:00,Downtown,Snow,Wet,Car,Severe,1,0,High
083ad539,2024-03-06 23:00:00,Residential Zone,Storm,Wet,Motorcycle,Fatal,4,6,High
2edb29ec,2024-03-07 00:00:00,Highway,Rain,Dry,Truck,Severe,4,3,Moderate
1ae1e9f4,2024-03-07 01:00:00,Highway,Snow,Under Construction,Bicycle,Severe,3,4,Low
52647ece,2024-03-07 02:00:00,Residential Zone,Rain,Dry,Truck,Severe,3,3,Low
5323c3e2,2024-03-07 03:00:00,Downtown,Snow,Under Construction,Bus,Moderate,1,7,Low
ad5d35cd,2024-03-07 04:00:00,Residential Zone,Fog,Wet,Bicycle,Minor,3,9,High
c205654e,2024-03-07 05:00:00,Suburbs,Clear,Icy,Car,Moderate,4,5,Moderate
1bd8c28e,2024-03-07 06:00:00,Downtown,Fog,Wet,Motorcycle,Minor,2,7,Low
2606c0cf,2024-03-07 07:00:00,Highway,Snow,Dry,Motorcycle,Severe,3,4,High
ce95aeee,2024-03-07 08:00:00,Suburbs,Snow,Under Construction,Truck,Moderate,4,9,Low
277f19a0,2024-03-07 09:00:00,Industrial Area,Rain,Under Construction,Car,Severe,2,2,Moderate
10dcaa56,2024-03-07 10:00:00,Downtown,Storm,Under Construction,Truck,Minor,3,3,High
8c0c3300,2024-03-07 11:00:00,Industrial Area,Clear,Wet,Motorcycle,Severe,4,9,Moderate
3d28d285,2024-03-07 12:00:00,Residential Zone,Rain,Wet,Car,Fatal,2,5,Low
1c858017,2024-03-07 13:00:00,Industrial Area,Rain,Wet,Motorcycle,Fatal,4,8,High
18e3cb50,2024-03-07 14:00:00,Suburbs,Fog,Dry,Truck,Minor,1,4,High
3e985d8b,2024-03-07 15:00:00,Suburbs,Storm,Dry,Motorcycle,Minor,3,6,Low
ae989d01,2024-03-07 16:00:00,Suburbs,Snow,Under Construction,Bus,Minor,4,5,High
7ee3f980,2024-03-07 17:00:00,Residential Zone,Fog,Icy,Bicycle,Moderate,3,5,Low
b9a46f41,2024-03-07 18:00:00,Downtown,Clear,Wet,Bicycle,Minor,4,3,High
4d40a21b,2024-03-07 19:00:00,Residential Zone,Fog,Dry,Bicycle,Severe,4,5,High
5c3905c4,2024-03-07 20:00:00,Residential Zone,Fog,Icy,Bicycle,Minor,2,4,High
b8bb1562,2024-03-07 21:00:00,Residential Zone,Clear,Under Construction,Bicycle,Minor,1,7,High
3419ee6a,2024-03-07 22:00:00,Downtown,Storm,Icy,Bus,Minor,2,5,Moderate
ddab4a12,2024-03-07 23:00:00,Suburbs,Clear,Dry,Bicycle,Severe,1,9,Moderate
a2f3f742,2024-03-08 00:00:00,Downtown,Fog,Under Construction,Bicycle,Severe,4,5,Low
872b2803,2024-03-08 01:00:00,Highway,Clear,Icy,Truck,Moderate,3,8,Moderate
301a69fa,2024-03-08 02:00:00,Highway,Storm,Dry,Motorcycle,Severe,1,6,Moderate
75ac0ec8,2024-03-08 03:00:00,Downtown,Storm,Wet,Bicycle,Minor,1,3,High
3097350b,2024-03-08 04:00:00,Industrial Area,Fog,Icy,Bus,Minor,3,8,Low
259be13a,2024-03-08 05:00:00,Residential Zone,Storm,Under Construction,Truck,Fatal,4,5,Low
c56aa676,2024-03-08 06:00:00,Highway,Storm,Icy,Bicycle,Fatal,3,1,Low
48a601c6,2024-03-08 07:00:00,Suburbs,Storm,Dry,Truck,Minor,4,2,High
de1e3c25,2024-03-08 08:00:00,Suburbs,Snow,Icy,Bicycle,Severe,2,8,High
b40e7520,2024-03-08 09:00:00,Suburbs,Storm,Wet,Bus,Severe,1,6,High
d9fde81d,2024-03-08 10:00:00,Highway,Clear,Wet,Motorcycle,Minor,3,1,High
b98663dc,2024-03-08 11:00:00,Highway,Fog,Wet,Motorcycle,Severe,4,8,High
aecb9fa9,2024-03-08 12:00:00,Suburbs,Storm,Under Construction,Bus,Fatal,3,3,Moderate
07b9fa36,2024-03-08 13:00:00,Highway,Snow,Wet,Car,Minor,1,6,High
f9395064,2024-03-08 14:00:00,Highway,Rain,Wet,Car,Minor,1,4,Low
5481e7ca,2024-03-08 15:00:00,Industrial Area,Fog,Under Construction,Bus,Severe,2,4,Low
bcb9e9b6,2024-03-08 16:00:00,Industrial Area,Storm,Under Construction,Motorcycle,Severe,2,9,Moderate
269368cf,2024-03-08 17:00:00,Residential Zone,Snow,Dry,Bicycle,Severe,3,7,High
c481bcb2,2024-03-08 18:00:00,Industrial Area,Rain,Icy,Car,Moderate,3,0,Low
4962b9a1,2024-03-08 19:00:00,Industrial Area,Snow,Under Construction,Truck,Fatal,2,2,Low
9fecf255,2024-03-08 20:00:00,Highway,Snow,Wet,Bicycle,Fatal,4,8,Moderate
849a0523,2024-03-08 21:00:00,Residential Zone,Clear,Wet,Bicycle,Minor,4,2,High
15e4d729,2024-03-08 22:00:00,Downtown,Rain,Icy,Bicycle,Moderate,1,2,Moderate
16af3e62,2024-03-08 23:00:00,Residential Zone,Clear,Wet,Car,Minor,1,1,Low
385ce436,2024-03-09 00:00:00,Industrial Area,Snow,Icy,Truck,Fatal,3,2,Low
ae38e8e8,2024-03-09 01:00:00,Highway,Clear,Dry,Car,Severe,1,9,Moderate
28dd0cb3,2024-03-09 02:00:00,Residential Zone,Clear,Icy,Truck,Severe,4,9,Moderate
d344f404,2024-03-09 03:00:00,Highway,Fog,Wet,Bus,Moderate,4,2,Moderate
9a61a5d7,2024-03-09 04:00:00,Residential Zone,Clear,Wet,Car,Severe,4,4,High
5fbd81d2,2024-03-09 05:00:00,Highway,Clear,Dry,Bus,Moderate,1,6,Moderate
1eaf9a56,2024-03-09 06:00:00,Industrial Area,Snow,Under Construction,Bicycle,Moderate,2,7,High
c1508067,2024-03-09 07:00:00,Highway,Storm,Dry,Bicycle,Moderate,3,8,Low
50259982,2024-03-09 08:00:00,Residential Zone,Rain,Dry,Car,Moderate,4,3,Low
2a5b8ba9,2024-03-09 09:00:00,Highway,Rain,Wet,Bicycle,Severe,2,5,Moderate
89e27e0d,2024-03-09 10:00:00,Highway,Storm,Dry,Bicycle,Severe,4,1,Low
5733eb2b,2024-03-09 11:00:00,Highway,Snow,Icy,Bus,Minor,1,3,Low
25be79a9,2024-03-09 12:00:00,Highway,Snow,Icy,Bus,Minor,2,3,Moderate
8c5fd256,2024-03-09 13:00:00,Residential Zone,Clear,Under Construction,Car,Severe,3,8,Low
adb8fd1e,2024-03-09 14:00:00,Suburbs,Snow,Icy,Bicycle,Severe,4,2,Moderate
9acad918,2024-03-09 15:00:00,Residential Zone,Clear,Under Construction,Truck,Severe,2,6,Low
e407ec10,2024-03-09 16:00:00,Downtown,Rain,Under Construction,Car,Severe,4,0,High
48d45ec4,2024-03-09 17:00:00,Suburbs,Rain,Dry,Bus,Fatal,1,4,High
e5cc7793,2024-03-09 18:00:00,Downtown,Storm,Icy,Bicycle,Minor,2,1,Low
a3d65dff,2024-03-09 19:00:00,Downtown,Rain,Wet,Car,Severe,4,7,Moderate
dca4bb6b,2024-03-09 20:00:00,Residential Zone,Fog,Wet,Car,Severe,1,8,Low
c98cf899,2024-03-09 21:00:00,Downtown,Rain,Under Construction,Bicycle,Moderate,1,5,High
3c6c0d94,2024-03-09 22:00:00,Downtown,Storm,Icy,Car,Severe,3,4,High
d55866ad,2024-03-09 23:00:00,Downtown,Clear,Under Construction,Bicycle,Severe,1,9,Low
0a631ee0,2024-03-10 00:00:00,Residential Zone,Snow,Wet,Motorcycle,Minor,4,3,High
64a2755b,2024-03-10 01:00:00,Industrial Area,Fog,Icy,Car,Minor,2,2,High
6b509b1a,2024-03-10 02:00:00,Residential Zone,Storm,Dry,Motorcycle,Minor,4,9,Low
14654fdd,2024-03-10 03:00:00,Highway,Storm,Dry,Bus,Moderate,2,4,Low
bd0471ec,2024-03-10 04:00:00,Downtown,Clear,Wet,Truck,Minor,4,0,High
cc8830e5,2024-03-10 05:00:00,Residential Zone,Rain,Icy,Car,Minor,4,0,Low
11d939c4,2024-03-10 06:00:00,Suburbs,Rain,Dry,Bicycle,Severe,4,9,High
8f5d07b1,2024-03-10 07:00:00,Highway,Clear,Wet,Bus,Minor,2,2,Moderate
b77071dc,2024-03-10 08:00:00,Suburbs,Fog,Dry,Car,Minor,3,5,High
24de3433,2024-03-10 09:00:00,Suburbs,Fog,Under Construction,Bicycle,Minor,1,8,Moderate
0f1fabb1,2024-03-10 10:00:00,Downtown,Fog,Icy,Motorcycle,Moderate,4,6,Moderate
fd148bef,2024-03-10 11:00:00,Industrial Area,Fog,Dry,Truck,Severe,3,4,Moderate
2b940746,2024-03-10 12:00:00,Highway,Clear,Under Construction,Bus,Moderate,3,9,Moderate
5f934902,2024-03-10 13:00:00,Downtown,Rain,Wet,Bicycle,Minor,1,6,Moderate
bd84faf7,2024-03-10 14:00:00,Highway,Snow,Wet,Car,Fatal,2,9,Low
226dd3b0,2024-03-10 15:00:00,Highway,Rain,Wet,Car,Minor,1,0,Low
9577ac60,2024-03-10 16:00:00,Highway,Clear,Wet,Truck,Moderate,4,3,High
321420de,2024-03-10 17:00:00,Residential Zone,Snow,Icy,Motorcycle,Severe,2,6,Moderate
cd6a4a55,2024-03-10 18:00:00,Downtown,Fog,Icy,Bus,Minor,3,8,Low
c13e0084,2024-03-10 19:00:00,Residential Zone,Snow,Icy,Motorcycle,Severe,4,2,Moderate
472b72cb,2024-03-10 20:00:00,Downtown,Rain,Wet,Bus,Moderate,1,8,Moderate
3b28360d,2024-03-10 21:00:00,Highway,Snow,Wet,Truck,Fatal,1,1,Moderate
e02859d4,2024-03-10 22:00:00,Highway,Rain,Icy,Bus,Moderate,2,1,Moderate
e954fd05,2024-03-10 23:00:00,Suburbs,Rain,Icy,Car,Minor,3,1,High
f928110d,2024-03-11 00:00:00,Suburbs,Fog,Dry,Motorcycle,Fatal,4,2,Moderate
6f2556b0,2024-03-11 01:00:00,Highway,Snow,Icy,Motorcycle,Minor,4,5,Low
76fae923,2024-03-11 02:00:00,Industrial Area,Snow,Wet,Motorcycle,Minor,1,2,Moderate
440cea5d,2024-03-11 03:00:00,Suburbs,Storm,Dry,Bicycle,Severe,2,3,Low
5fe8e576,2024-03-11 04:00:00,Highway,Clear,Under Construction,Car,Fatal,3,4,Low
aaabc76f,2024-03-11 05:00:00,Residential Zone,Clear,Icy,Motorcycle,Minor,4,9,Moderate
3140efb1,2024-03-11 06:00:00,Industrial Area,Clear,Wet,Truck,Severe,3,2,Low
e83c7232,2024-03-11 07:00:00,Suburbs,Clear,Dry,Bicycle,Moderate,3,6,High
5364ca03,2024-03-11 08:00:00,Downtown,Storm,Under Construction,Bus,Minor,1,7,Low
ba52ec05,2024-03-11 09:00:00,Industrial Area,Snow,Wet,Motorcycle,Minor,2,7,Moderate
0b9fd7b2,2024-03-11 10:00:00,Highway,Rain,Icy,Motorcycle,Fatal,2,0,Moderate
6b00ad79,2024-03-11 11:00:00,Suburbs,Clear,Wet,Truck,Minor,1,6,Moderate
de5c9158,2024-03-11 12:00:00,Suburbs,Storm,Icy,Motorcycle,Severe,4,1,Low
ce36aac5,2024-03-11 13:00:00,Highway,Fog,Under Construction,Motorcycle,Moderate,3,6,Moderate
72c1fc80,2024-03-11 14:00:00,Highway,Rain,Icy,Car,Severe,4,4,Low
c7eb21a5,2024-03-11 15:00:00,Downtown,Fog,Wet,Bus,Moderate,4,8,Moderate
e1555a09,2024-03-11 16:00:00,Highway,Clear,Icy,Bicycle,Moderate,1,0,High
ee728100,2024-03-11 17:00:00,Industrial Area,Fog,Dry,Truck,Moderate,4,3,Low
44a61a1f,2024-03-11 18:00:00,Highway,Clear,Icy,Bicycle,Moderate,2,0,Moderate
14ebdc1d,2024-03-11 19:00:00,Residential Zone,Fog,Under Construction,Car,Minor,2,1,Moderate
ff70c81d,2024-03-11 20:00:00,Industrial Area,Clear,Wet,Car,Severe,1,6,Low
3b4316db,2024-03-11 21:00:00,Industrial Area,Rain,Dry,Motorcycle,Severe,4,8,High
28ef3ad4,2024-03-11 22:00:00,Suburbs,Rain,Icy,Truck,Minor,4,0,Low
ce1c3e4f,2024-03-11 23:00:00,Highway,Storm,Icy,Bus,Fatal,3,2,Low
da73c0e5,2024-03-12 00:00:00,Suburbs,Snow,Under Construction,Bicycle,Severe,2,2,High
290d1ca9,2024-03-12 01:00:00,Highway,Storm,Dry,Motorcycle,Fatal,2,2,Low
98c62696,2024-03-12 02:00:00,Downtown,Clear,Dry,Car,Fatal,2,7,Low
5a87cf66,2024-03-12 03:00:00,Suburbs,Rain,Dry,Bicycle,Minor,4,9,Moderate
70183ec9,2024-03-12 04:00:00,Industrial Area,Fog,Wet,Motorcycle,Severe,1,4,Moderate
269a7962,2024-03-12 05:00:00,Downtown,Rain,Wet,Bus,Fatal,4,7,High
5223ffa5,2024-03-12 06:00:00,Industrial Area,Fog,Wet,Truck,Severe,4,0,Low
1b59639c,2024-03-12 07:00:00,Suburbs,Clear,Icy,Motorcycle,Severe,1,9,Low
646906f6,2024-03-12 08:00:00,Residential Zone,Storm,Icy,Motorcycle,Severe,2,5,Low
0f99e8ca,2024-03-12 09:00:00,Suburbs,Rain,Dry,Bicycle,Fatal,4,0,Low
e35a5b00,2024-03-12 10:00:00,Suburbs,Storm,Under Construction,Truck,Moderate,1,4,High
2b74253e,2024-03-12 11:00:00,Downtown,Clear,Under Construction,Motorcycle,Moderate,1,2,Moderate
3537478c,2024-03-12 12:00:00,Suburbs,Clear,Dry,Car,Moderate,4,1,High
4f47cb09,2024-03-12 13:00:00,Highway,Storm,Wet,Truck,Fatal,2,1,Low
1dd99463,2024-03-12 14:00:00,Residential Zone,Clear,Icy,Bicycle,Minor,1,4,Low
6c4a255c,2024-03-12 15:00:00,Highway,Rain,Under Construction,Bus,Severe,4,2,Moderate
69c6f2db,2024-03-12 16:00:00,Highway,Clear,Dry,Motorcycle,Severe,1,2,Low
d6522e40,2024-03-12 17:00:00,Industrial Area,Rain,Dry,Bicycle,Fatal,3,2,High
cc9ef37a,2024-03-12 18:00:00,Residential Zone,Storm,Icy,Car,Minor,4,6,Low
954ea0a1,2024-03-12 19:00:00,Suburbs,Storm,Icy,Bus,Fatal,2,7,Moderate
2da22b30,2024-03-12 20:00:00,Downtown,Rain,Under Construction,Truck,Fatal,2,8,High
673e20a8,2024-03-12 21:00:00,Suburbs,Clear,Wet,Car,Minor,4,4,Moderate
afff5cea,2024-03-12 22:00:00,Industrial Area,Snow,Icy,Truck,Minor,2,1,Low
ffecc577,2024-03-12 23:00:00,Industrial Area,Storm,Dry,Car,Fatal,4,6,Low
f6e67844,2024-03-13 00:00:00,Industrial Area,Rain,Under Construction,Truck,Minor,2,6,High
2e5802a5,2024-03-13 01:00:00,Industrial Area,Storm,Under Construction,Bus,Moderate,2,5,Moderate
fe9ab162,2024-03-13 02:00:00,Highway,Rain,Icy,Truck,Fatal,1,5,Moderate
512383e3,2024-03-13 03:00:00,Industrial Area,Fog,Icy,Motorcycle,Severe,1,7,Low
c3b49440,2024-03-13 04:00:00,Suburbs,Clear,Under Construction,Motorcycle,Minor,3,6,Low
e2d56bce,2024-03-13 05:00:00,Downtown,Snow,Icy,Bicycle,Severe,3,6,High
fcb0adc0,2024-03-13 06:00:00,Suburbs,Clear,Wet,Truck,Moderate,1,5,Low
9c639f28,2024-03-13 07:00:00,Highway,Fog,Icy,Car,Moderate,2,4,High
a4276ee0,2024-03-13 08:00:00,Suburbs,Snow,Dry,Bicycle,Severe,2,2,High
e9e311d9,2024-03-13 09:00:00,Industrial Area,Storm,Under Construction,Truck,Severe,3,1,Moderate
55f5327f,2024-03-13 10:00:00,Highway,Fog,Under Construction,Bus,Severe,1,5,Moderate
2e36bc53,2024-03-13 11:00:00,Downtown,Storm,Icy,Motorcycle,Moderate,3,7,Low
4ed8db09,2024-03-13 12:00:00,Downtown,Storm,Dry,Motorcycle,Severe,4,6,Moderate
c67b2c3a,2024-03-13 13:00:00,Industrial Area,Clear,Dry,Truck,Minor,4,0,High
1a7538dd,2024-03-13 14:00:00,Suburbs,Storm,Dry,Bus,Fatal,4,0,Low
7adeafe7,2024-03-13 15:00:00,Residential Zone,Clear,Wet,Motorcycle,Severe,3,5,High
722fb6cb,2024-03-13 16:00:00,Residential Zone,Snow,Under Construction,Car,Minor,4,3,Moderate
327cabd3,2024-03-13 17:00:00,Suburbs,Rain,Dry,Motorcycle,Moderate,1,9,Low
ba0b12b3,2024-03-13 18:00:00,Suburbs,Rain,Under Construction,Truck,Moderate,3,9,High
a3c87a7d,2024-03-13 19:00:00,Downtown,Clear,Under Construction,Truck,Fatal,3,9,Moderate
f681384e,2024-03-13 20:00:00,Downtown,Rain,Under Construction,Car,Fatal,1,5,Low
e8d2c878,2024-03-13 21:00:00,Suburbs,Clear,Dry,Bicycle,Minor,2,8,High
128d7765,2024-03-13 22:00:00,Downtown,Storm,Wet,Motorcycle,Minor,3,9,High
47dffbbd,2024-03-13 23:00:00,Residential Zone,Clear,Icy,Truck,Severe,2,7,Moderate
4e68ad3c,2024-03-14 00:00:00,Highway,Snow,Icy,Truck,Moderate,4,8,High
6f68e2d0,2024-03-14 01:00:00,Highway,Storm,Dry,Motorcycle,Minor,1,4,High
c482171c,2024-03-14 02:00:00,Downtown,Snow,Under Construction,Bicycle,Moderate,3,2,High
c1d4c17e,2024-03-14 03:00:00,Downtown,Rain,Icy,Bus,Severe,4,6,Low
6943fc02,2024-03-14 04:00:00,Highway,Storm,Icy,Truck,Fatal,1,2,Moderate
8d89c617,2024-03-14 05:00:00,Downtown,Rain,Icy,Bicycle,Minor,1,9,Moderate
50655f6a,2024-03-14 06:00:00,Downtown,Snow,Icy,Bus,Fatal,4,6,High
b0ffbfc8,2024-03-14 07:00:00,Industrial Area,Storm,Icy,Car,Severe,4,1,Moderate
d7a9ed8d,2024-03-14 08:00:00,Suburbs,Clear,Under Construction,Motorcycle,Moderate,2,2,Moderate
6548095a,2024-03-14 09:00:00,Highway,Rain,Under Construction,Bicycle,Moderate,4,7,High
ede89f99,2024-03-14 10:00:00,Highway,Fog,Icy,Motorcycle,Moderate,2,0,High
e358f02f,2024-03-14 11:00:00,Industrial Area,Clear,Wet,Truck,Moderate,4,7,Low
52c3c43d,2024-03-14 12:00:00,Industrial Area,Fog,Under Construction,Bicycle,Moderate,4,3,Low
ead643c7,2024-03-14 13:00:00,Suburbs,Clear,Icy,Motorcycle,Moderate,2,1,Low
372db321,2024-03-14 14:00:00,Industrial Area,Rain,Icy,Car,Minor,1,6,High
05772d8f,2024-03-14 15:00:00,Suburbs,Snow,Dry,Bus,Minor,3,1,Low
3f45d35a,2024-03-14 16:00:00,Suburbs,Storm,Under Construction,Truck,Fatal,4,4,Low
dd57296e,2024-03-14 17:00:00,Residential Zone,Snow,Dry,Motorcycle,Severe,4,3,Moderate
5c98b6f8,2024-03-14 18:00:00,Downtown,Fog,Icy,Bicycle,Fatal,3,7,Moderate
50c6534b,2024-03-14 19:00:00,Suburbs,Rain,Icy,Truck,Fatal,1,0,Low
3f2a7b66,2024-03-14 20:00:00,Suburbs,Storm,Under Construction,Truck,Minor,3,5,High
54fdd413,2024-03-14 21:00:00,Industrial Area,Storm,Icy,Motorcycle,Moderate,1,7,Low
4eb9bcfe,2024-03-14 22:00:00,Industrial Area,Clear,Wet,Bus,Fatal,3,8,Low
0ee5674c,2024-03-14 23:00:00,Residential Zone,Snow,Dry,Bus,Moderate,1,7,Moderate
12669584,2024-03-15 00:00:00,Industrial Area,Snow,Icy,Car,Moderate,1,4,Low
50281e8a,2024-03-15 01:00:00,Highway,Rain,Icy,Car,Minor,2,3,High
44ca3eaf,2024-03-15 02:00:00,Downtown,Rain,Dry,Bicycle,Fatal,3,0,High
2f852923,2024-03-15 03:00:00,Residential Zone,Fog,Dry,Motorcycle,Minor,2,5,Low
6946ac91,2024-03-15 04:00:00,Suburbs,Storm,Under Construction,Bicycle,Severe,3,6,High
40b41532,2024-03-15 05:00:00,Highway,Rain,Under Construction,Bicycle,Fatal,2,0,High
f0df8176,2024-03-15 06:00:00,Highway,Rain,Wet,Bus,Moderate,3,7,High
27f5fb87,2024-03-15 07:00:00,Suburbs,Clear,Under Construction,Car,Minor,1,0,High
daed1aad,2024-03-15 08:00:00,Industrial Area,Snow,Dry,Motorcycle,Severe,3,1,Moderate
1d4ff1db,2024-03-15 09:00:00,Residential Zone,Snow,Under Construction,Bus,Severe,3,8,High
c6e392af,2024-03-15 10:00:00,Suburbs,Rain,Under Construction,Bus,Severe,3,5,High
f3d0d6b3,2024-03-15 11:00:00,Industrial Area,Clear,Wet,Motorcycle,Moderate,2,4,High
50a21346,2024-03-15 12:00:00,Highway,Clear,Dry,Bicycle,Severe,2,3,Moderate
1d2e92ef,2024-03-15 13:00:00,Highway,Snow,Under Construction,Bicycle,Fatal,3,8,Moderate
f082acbe,2024-03-15 14:00:00,Highway,Clear,Wet,Car,Fatal,1,0,Moderate
ab8de6b8,2024-03-15 15:00:00,Highway,Clear,Dry,Truck,Fatal,4,0,Low
6658b441,2024-03-15 16:00:00,Downtown,Storm,Icy,Car,Minor,4,0,High
2ea8c5d8,2024-03-15 17:00:00,Downtown,Rain,Icy,Truck,Moderate,1,7,Low
462f2962,2024-03-15 18:00:00,Residential Zone,Fog,Icy,Truck,Severe,3,2,Moderate
baf3b93e,2024-03-15 19:00:00,Downtown,Fog,Dry,Bicycle,Fatal,1,5,High
861d54cc,2024-03-15 20:00:00,Industrial Area,Fog,Icy,Truck,Moderate,1,1,High
4eb871a9,2024-03-15 21:00:00,Suburbs,Rain,Under Construction,Bus,Fatal,2,4,Low
29359d1c,2024-03-15 22:00:00,Downtown,Rain,Under Construction,Bicycle,Moderate,4,2,Moderate
65414e36,2024-03-15 23:00:00,Residential Zone,Snow,Wet,Motorcycle,Minor,3,6,High
dcde9a66,2024-03-16 00:00:00,Industrial Area,Fog,Under Construction,Car,Moderate,1,4,Low
6d4b265b,2024-03-16 01:00:00,Suburbs,Snow,Under Construction,Motorcycle,Fatal,4,0,Moderate
a6bb3100,2024-03-16 02:00:00,Suburbs,Clear,Under Construction,Car,Minor,2,4,Moderate
a13033b0,2024-03-16 03:00:00,Suburbs,Fog,Icy,Bus,Severe,1,4,Low
a10053f5,2024-03-16 04:00:00,Suburbs,Rain,Dry,Bicycle,Severe,4,1,Low
fa5f7fba,2024-03-16 05:00:00,Residential Zone,Storm,Dry,Bicycle,Fatal,2,8,High
b2d3f90a,2024-03-16 06:00:00,Industrial Area,Rain,Wet,Bicycle,Severe,3,8,High
